id,k1,k2,k3,k4,k5,k6,month,dismiss
42,-0.00249556,2.976208419,-0.438418567,-0.951218328,-0.894847406,-1.36370064,1,0
43,-0.801074628,-0.279814467,1.282275727,1.376811232,-0.894847406,-0.474028459,1,0
44,0.796083509,-0.279814467,-1.126696285,-0.951218328,0,-0.474028459,1,0
45,-0.00249556,-0.279814467,0.364572104,0.212796452,-0.894847406,-1.36370064,1,0
46,0.796083509,-0.279814467,0.364572104,0.212796452,0,0.415643722,1,0
48,-0.801074628,-0.279814467,1.282275727,1.376811232,-0.894847406,-0.474028459,1,0
49,-1.599653697,-0.279814467,-0.782557426,-0.951218328,0,0.415643722,1,0
50,-0.801074628,2.976208419,0.593998009,0.212796452,-0.894847406,0.415643722,1,1
52,-0.00249556,-0.279814467,0.364572104,0.212796452,0,-0.474028459,1,1
54,0.796083509,-0.279814467,1.282275727,1.376811232,0.894847406,1.305315903,1,1
55,-0.801074628,-0.279814467,-0.667844473,-0.951218328,0.894847406,0.415643722,1,1
56,-1.599653697,-0.279814467,-1.700261049,-0.951218328,-0.894847406,-1.36370064,1,1
57,-0.801074628,-0.279814467,-0.438418567,-0.951218328,0,1.305315903,1,1
59,1.594662578,-0.279814467,-1.241409238,-0.951218328,0.894847406,1.305315903,1,1
60,1.594662578,-0.279814467,0.593998009,0.212796452,-0.894847406,0.415643722,1,1
61,-0.801074628,-0.279814467,0.249859151,0.212796452,0.894847406,-0.474028459,1,1
62,0.796083509,-0.279814467,0.249859151,0.212796452,-0.894847406,-1.36370064,1,1
63,0.796083509,-0.279814467,0.135146198,0.212796452,-0.894847406,1.305315903,1,1
64,-0.801074628,-0.279814467,1.282275727,1.376811232,2.684542217,-1.36370064,1,1
65,-0.00249556,-0.279814467,-0.323705614,-0.951218328,2.684542217,-1.36370064,1,1
66,0.796083509,-0.279814467,1.052849821,0.212796452,0,-1.36370064,1,1
67,-1.599653697,-0.279814467,0.479285057,0.212796452,0,0.415643722,1,1
68,-1.599653697,-0.279814467,0.364572104,0.212796452,-0.894847406,-0.474028459,1,1
69,-0.00249556,-0.279814467,0.020433245,0.212796452,-0.894847406,-0.474028459,1,1
70,-0.00249556,-0.279814467,-0.094279708,0.212796452,0,-0.474028459,1,1
71,0.796083509,-0.279814467,-1.011983332,-0.951218328,0.894847406,1.305315903,1,1
72,-0.00249556,2.976208419,-0.208992661,-0.951218328,0,0.415643722,1,1
75,0.796083509,-0.279814467,0.479285057,0.212796452,1.789694812,0.415643722,1,1
76,0.796083509,-0.279814467,0.020433245,0.212796452,0.894847406,-1.36370064,1,1
77,1.594662578,-0.279814467,-1.470835143,-0.951218328,-0.894847406,1.305315903,1,1
78,1.594662578,2.976208419,0.938136868,0.212796452,0,0.415643722,1,1
79,-0.801074628,-0.279814467,0.249859151,0.212796452,-0.894847406,-0.474028459,1,1
80,-1.599653697,-0.279814467,-1.470835143,-0.951218328,-0.894847406,-1.36370064,1,1
81,-0.801074628,-0.279814467,-0.323705614,-0.951218328,0,-1.36370064,1,1
83,-0.00249556,-0.279814467,0.364572104,0.212796452,0,1.305315903,1,1
84,0.796083509,-0.279814467,1.167562774,1.376811232,0,0.415643722,1,1
85,-0.00249556,-0.279814467,0.708710962,0.212796452,2.684542217,-0.474028459,1,1
86,-0.00249556,-0.279814467,-2.847390579,-0.951218328,-0.894847406,-1.36370064,1,1
87,-1.599653697,-0.279814467,0.479285057,0.212796452,0,0.415643722,1,1
88,0.796083509,-0.279814467,-0.667844473,-0.951218328,0,1.305315903,1,1
89,-0.00249556,-0.279814467,-1.700261049,-0.951218328,-0.894847406,-0.474028459,1,1
90,-0.00249556,-0.279814467,1.167562774,1.376811232,0.894847406,-0.474028459,1,1
91,-0.00249556,-0.279814467,1.282275727,1.376811232,2.684542217,1.305315903,1,1
92,-0.801074628,-0.279814467,-2.159112861,-0.951218328,0.894847406,0.415643722,1,1
94,1.594662578,-0.279814467,0.020433245,0.212796452,-0.894847406,-1.36370064,1,1
95,1.594662578,-0.279814467,1.282275727,1.376811232,2.684542217,1.305315903,1,1
98,0.796083509,-0.279814467,-1.585548096,-0.951218328,0,-0.474028459,1,1
99,-0.801074628,-0.279814467,0.479285057,0.212796452,-0.894847406,-1.36370064,1,1
100,-0.801074628,-0.279814467,0.593998009,0.212796452,-0.894847406,1.305315903,1,1
1,-0.801074628,-0.279814467,0.708710962,0.212796452,2.684542217,0.415643722,2,0
2,-0.801074628,-0.279814467,0.708710962,0.212796452,0,0.415643722,2,0
3,-0.801074628,-0.279814467,-1.241409238,-0.951218328,-0.894847406,1.305315903,2,0
5,0.796083509,-0.279814467,0.135146198,0.212796452,-0.894847406,0.415643722,2,0
6,-1.599653697,-0.279814467,-1.126696285,-0.951218328,0.894847406,-1.36370064,2,0
7,-1.599653697,-0.279814467,0.364572104,0.212796452,-0.894847406,-1.36370064,2,0
9,-1.599653697,-0.279814467,-0.782557426,-0.951218328,0,1.305315903,2,0
10,-0.00249556,-0.279814467,0.364572104,0.212796452,0,1.305315903,2,0
11,-0.801074628,-0.279814467,0.938136868,0.212796452,0.894847406,-1.36370064,2,0
12,-0.00249556,-0.279814467,-0.55313152,-0.951218328,0.894847406,-1.36370064,2,0
13,1.594662578,-0.279814467,-0.094279708,0.212796452,-0.894847406,-1.36370064,2,0
14,0.796083509,-0.279814467,-0.323705614,-0.951218328,-0.894847406,1.305315903,2,0
17,0.796083509,-0.279814467,-2.388538767,-0.951218328,0.894847406,-1.36370064,2,0
18,-1.599653697,2.976208419,-0.323705614,-0.951218328,-0.894847406,-1.36370064,2,0
19,1.594662578,-0.279814467,0.249859151,0.212796452,0,-0.474028459,2,0
21,1.594662578,-0.279814467,1.282275727,1.376811232,0,-1.36370064,2,0
22,-0.801074628,-0.279814467,1.282275727,2.540826012,-0.894847406,-0.474028459,2,0
23,-0.801074628,-0.279814467,1.282275727,1.376811232,0,-0.474028459,2,0
24,0.796083509,-0.279814467,0.249859151,0.212796452,-0.894847406,-0.474028459,2,0
25,-0.00249556,-0.279814467,0.479285057,0.212796452,2.684542217,1.305315903,2,0
26,-0.801074628,2.976208419,0.249859151,0.212796452,0.894847406,1.305315903,2,0
28,-0.00249556,-0.279814467,0.249859151,0.212796452,-0.894847406,-1.36370064,2,0
29,0.796083509,-0.279814467,-0.323705614,-0.951218328,0.894847406,-0.474028459,2,0
30,0.796083509,-0.279814467,-1.356122191,-0.951218328,0,1.305315903,2,0
31,1.594662578,-0.279814467,1.282275727,1.376811232,0,0.415643722,2,0
32,-0.801074628,-0.279814467,1.167562774,1.376811232,-0.894847406,1.305315903,2,0
33,-1.599653697,-0.279814467,0.020433245,0.212796452,0,1.305315903,2,0
34,0.796083509,-0.279814467,-0.208992661,-0.951218328,-0.894847406,-1.36370064,2,0
35,-0.00249556,-0.279814467,0.020433245,0.212796452,-0.894847406,1.305315903,2,0
40,0.796083509,-0.279814467,0.593998009,0.212796452,0,-1.36370064,2,0
41,1.594662578,-0.279814467,-1.356122191,-0.951218328,1.789694812,1.305315903,2,0
42,-0.00249556,-0.279814467,-0.208992661,-0.951218328,1.789694812,1.305315903,2,0
43,1.594662578,-0.279814467,0.249859151,0.212796452,0,0.415643722,2,0
44,0.796083509,2.976208419,-0.208992661,-0.951218328,0.894847406,1.305315903,2,0
45,0.796083509,-0.279814467,-0.208992661,-0.951218328,1.789694812,-1.36370064,2,0
46,0.796083509,-0.279814467,1.052849821,0.212796452,0,1.305315903,2,0
48,-0.801074628,-0.279814467,1.282275727,1.376811232,1.789694812,-0.474028459,2,0
49,-0.00249556,-0.279814467,-0.323705614,-0.951218328,2.684542217,0.415643722,2,0
50,-0.801074628,2.976208419,1.167562774,1.376811232,0.894847406,0.415643722,2,1
52,-0.00249556,-0.279814467,1.167562774,1.376811232,0.894847406,-1.36370064,2,1
54,0.796083509,-0.279814467,1.282275727,1.376811232,0,-1.36370064,2,1
55,-0.801074628,2.976208419,0.708710962,0.212796452,0,-0.474028459,2,1
56,-0.801074628,-0.279814467,-1.356122191,-0.951218328,0,-0.474028459,2,1
57,0.796083509,-0.279814467,-0.323705614,-0.951218328,0,-0.474028459,2,1
59,0.796083509,-0.279814467,1.282275727,1.376811232,0,1.305315903,2,1
60,0.796083509,-0.279814467,0.479285057,0.212796452,-0.894847406,0.415643722,2,1
61,-0.00249556,-0.279814467,0.479285057,0.212796452,-0.894847406,0.415643722,2,1
62,-1.599653697,-0.279814467,1.282275727,2.540826012,0,1.305315903,2,1
63,-0.00249556,-0.279814467,-0.667844473,-0.951218328,0,0.415643722,2,1
64,-0.00249556,-0.279814467,0.823423915,0.212796452,0.894847406,-0.474028459,2,1
65,0.796083509,-0.279814467,-0.438418567,-0.951218328,0,-0.474028459,2,1
66,-1.599653697,-0.279814467,-0.897270379,-0.951218328,0,-0.474028459,2,1
67,-0.00249556,-0.279814467,-0.782557426,-0.951218328,-0.894847406,-0.474028459,2,1
68,-0.801074628,-0.279814467,-2.044399908,-0.951218328,-0.894847406,0.415643722,2,1
69,-0.801074628,-0.279814467,1.167562774,1.376811232,-0.894847406,-1.36370064,2,1
70,-0.801074628,-0.279814467,-0.782557426,-0.951218328,0,1.305315903,2,1
71,-0.00249556,-0.279814467,1.052849821,0.212796452,-0.894847406,-1.36370064,2,1
72,0.796083509,-0.279814467,-0.782557426,-0.951218328,-0.894847406,0.415643722,2,1
75,-1.599653697,-0.279814467,-1.814974002,-0.951218328,0,-0.474028459,2,1
76,-0.801074628,-0.279814467,-0.094279708,0.212796452,0,1.305315903,2,1
77,1.594662578,-0.279814467,0.249859151,0.212796452,0,-0.474028459,2,1
78,0.796083509,-0.279814467,-0.438418567,-0.951218328,-0.894847406,-1.36370064,2,1
79,-0.00249556,-0.279814467,0.938136868,0.212796452,0,-0.474028459,2,1
80,-0.801074628,-0.279814467,0.823423915,0.212796452,-0.894847406,-1.36370064,2,1
81,-1.599653697,-0.279814467,-1.356122191,-0.951218328,-0.894847406,-1.36370064,2,1
83,-0.00249556,-0.279814467,-1.241409238,-0.951218328,0,1.305315903,2,1
84,-0.801074628,-0.279814467,-0.667844473,-0.951218328,-0.894847406,-0.474028459,2,1
85,-0.801074628,-0.279814467,0.364572104,0.212796452,-0.894847406,1.305315903,2,1
86,0.796083509,-0.279814467,-0.782557426,-0.951218328,0,-0.474028459,2,1
87,-0.00249556,-0.279814467,0.708710962,0.212796452,2.684542217,1.305315903,2,1
88,1.594662578,2.976208419,-1.585548096,-0.951218328,0,-0.474028459,2,1
89,1.594662578,-0.279814467,-1.700261049,-0.951218328,1.789694812,0.415643722,2,1
90,1.594662578,-0.279814467,-0.208992661,-0.951218328,2.684542217,1.305315903,2,1
91,-0.801074628,-0.279814467,0.938136868,0.212796452,0.894847406,-0.474028459,2,1
92,-1.599653697,2.976208419,0.135146198,0.212796452,0,-1.36370064,2,1
94,0.796083509,-0.279814467,-0.208992661,-0.951218328,0.894847406,0.415643722,2,1
95,1.594662578,-0.279814467,0.249859151,0.212796452,-0.894847406,0.415643722,2,1
98,0.796083509,-0.279814467,0.593998009,0.212796452,0,-1.36370064,2,1
99,-1.599653697,-0.279814467,1.282275727,1.376811232,2.684542217,1.305315903,2,1
100,-0.00249556,-0.279814467,-0.782557426,-0.951218328,0,-0.474028459,2,1
1,-0.801074628,-0.279814467,1.052849821,1.376811232,0,-1.36370064,3,0
2,0.796083509,-0.279814467,0.135146198,0.212796452,0,1.305315903,3,0
3,-0.801074628,-0.279814467,1.167562774,1.376811232,0.894847406,-1.36370064,3,0
5,0.796083509,-0.279814467,-0.208992661,-0.951218328,0,0.415643722,3,0
6,-0.00249556,-0.279814467,-0.782557426,-0.951218328,1.789694812,0.415643722,3,0
7,-1.599653697,-0.279814467,0.593998009,0.212796452,-0.894847406,-0.474028459,3,0
9,-0.801074628,-0.279814467,-0.094279708,0.212796452,-0.894847406,1.305315903,3,0
10,1.594662578,-0.279814467,0.479285057,0.212796452,-0.894847406,-1.36370064,3,0
11,-0.00249556,2.976208419,-1.011983332,-0.951218328,-0.894847406,0.415643722,3,0
12,-0.801074628,-0.279814467,-1.126696285,-0.951218328,-0.894847406,0.415643722,3,0
13,-0.801074628,-0.279814467,0.708710962,0.212796452,0.894847406,1.305315903,3,0
14,-0.00249556,-0.279814467,1.282275727,1.376811232,0.894847406,0.415643722,3,0
17,-0.801074628,-0.279814467,1.282275727,2.540826012,2.684542217,1.305315903,3,0
18,0.796083509,-0.279814467,-0.55313152,-0.951218328,-0.894847406,0.415643722,3,0
19,0.796083509,-0.279814467,-1.470835143,-0.951218328,1.789694812,0.415643722,3,0
21,1.594662578,-0.279814467,0.020433245,0.212796452,0,0.415643722,3,0
22,-1.599653697,-0.279814467,0.020433245,0.212796452,-0.894847406,0.415643722,3,0
23,-0.801074628,-0.279814467,0.938136868,0.212796452,1.789694812,0.415643722,3,0
24,-0.801074628,-0.279814467,-1.356122191,-0.951218328,0,0.415643722,3,0
25,1.594662578,-0.279814467,1.282275727,1.376811232,0,0.415643722,3,0
26,1.594662578,-0.279814467,-0.667844473,-0.951218328,-0.894847406,0.415643722,3,0
28,-1.599653697,2.976208419,1.052849821,0.212796452,0,1.305315903,3,0
29,-0.00249556,-0.279814467,0.249859151,0.212796452,-0.894847406,1.305315903,3,0
30,-0.801074628,-0.279814467,0.938136868,0.212796452,0.894847406,-1.36370064,3,0
31,1.594662578,-0.279814467,1.167562774,1.376811232,0.894847406,-0.474028459,3,0
32,0.796083509,-0.279814467,0.135146198,0.212796452,0,-0.474028459,3,0
33,0.796083509,-0.279814467,0.593998009,0.212796452,-0.894847406,0.415643722,3,0
34,0.796083509,-0.279814467,-0.094279708,0.212796452,-0.894847406,-1.36370064,3,0
35,-0.801074628,-0.279814467,-1.126696285,-0.951218328,0.894847406,-1.36370064,3,0
40,0.796083509,-0.279814467,1.282275727,1.376811232,-0.894847406,0.415643722,3,0
41,1.594662578,-0.279814467,-0.438418567,-0.951218328,0.894847406,-0.474028459,3,0
42,1.594662578,-0.279814467,-1.011983332,-0.951218328,-0.894847406,1.305315903,3,0
43,-0.801074628,-0.279814467,-0.667844473,-0.951218328,0,0.415643722,3,0
44,-0.00249556,-0.279814467,0.708710962,0.212796452,0,-1.36370064,3,0
45,-0.00249556,-0.279814467,-1.241409238,-0.951218328,0.894847406,-0.474028459,3,0
46,-0.801074628,-0.279814467,-0.208992661,-0.951218328,-0.894847406,0.415643722,3,0
48,-0.801074628,-0.279814467,-0.323705614,-0.951218328,-0.894847406,-0.474028459,3,0
49,-0.00249556,-0.279814467,-0.323705614,-0.951218328,0.894847406,1.305315903,3,0
50,-0.801074628,-0.279814467,0.364572104,0.212796452,-0.894847406,0.415643722,3,1
52,-1.599653697,-0.279814467,-1.241409238,-0.951218328,0,0.415643722,3,1
54,-0.801074628,-0.279814467,1.052849821,0.212796452,0.894847406,-0.474028459,3,1
55,-0.00249556,-0.279814467,0.593998009,0.212796452,0.894847406,-0.474028459,3,1
56,-0.801074628,-0.279814467,0.593998009,0.212796452,2.684542217,-0.474028459,3,1
57,-0.00249556,-0.279814467,0.020433245,0.212796452,-0.894847406,0.415643722,3,1
59,-0.00249556,-0.279814467,-0.323705614,-0.951218328,0,0.415643722,3,1
60,0.796083509,-0.279814467,-1.126696285,-0.951218328,-0.894847406,0.415643722,3,1
61,-0.00249556,-0.279814467,-0.208992661,-0.951218328,-0.894847406,1.305315903,3,1
62,-0.00249556,-0.279814467,1.282275727,1.376811232,0,-1.36370064,3,1
63,-0.00249556,-0.279814467,1.052849821,0.212796452,-0.894847406,1.305315903,3,1
64,-1.599653697,-0.279814467,-0.667844473,-0.951218328,-0.894847406,1.305315903,3,1
65,-0.00249556,-0.279814467,0.479285057,0.212796452,0.894847406,-0.474028459,3,1
66,-0.801074628,-0.279814467,-1.356122191,-0.951218328,-0.894847406,0.415643722,3,1
67,-1.599653697,-0.279814467,0.020433245,0.212796452,-0.894847406,0.415643722,3,1
68,-0.00249556,-0.279814467,-0.438418567,-0.951218328,-0.894847406,-0.474028459,3,1
69,-1.599653697,-0.279814467,0.593998009,0.212796452,-0.894847406,-1.36370064,3,1
70,0.796083509,-0.279814467,-1.356122191,-0.951218328,0,-1.36370064,3,1
71,-0.00249556,-0.279814467,-2.273825814,-0.951218328,0.894847406,1.305315903,3,1
72,-0.00249556,-0.279814467,1.282275727,1.376811232,0.894847406,0.415643722,3,1
75,-0.801074628,-0.279814467,1.282275727,2.540826012,0,-1.36370064,3,1
76,-0.00249556,-0.279814467,0.364572104,0.212796452,-0.894847406,1.305315903,3,1
77,-0.801074628,-0.279814467,0.135146198,0.212796452,-0.894847406,0.415643722,3,1
78,1.594662578,2.976208419,-1.356122191,-0.951218328,-0.894847406,0.415643722,3,1
79,-0.801074628,-0.279814467,0.020433245,0.212796452,-0.894847406,0.415643722,3,1
80,-1.599653697,-0.279814467,-2.388538767,-0.951218328,-0.894847406,0.415643722,3,1
81,-0.00249556,-0.279814467,-0.897270379,-0.951218328,-0.894847406,-0.474028459,3,1
83,-0.00249556,-0.279814467,0.364572104,0.212796452,2.684542217,-1.36370064,3,1
84,-0.00249556,-0.279814467,0.135146198,0.212796452,0.894847406,0.415643722,3,1
85,0.796083509,-0.279814467,0.135146198,0.212796452,0,-1.36370064,3,1
86,-1.599653697,-0.279814467,1.282275727,1.376811232,0.894847406,1.305315903,3,1
87,-0.801074628,-0.279814467,-0.094279708,0.212796452,0.894847406,-1.36370064,3,1
88,0.796083509,-0.279814467,0.364572104,0.212796452,1.789694812,-1.36370064,3,1
89,1.594662578,-0.279814467,-0.897270379,-0.951218328,-0.894847406,-0.474028459,3,1
90,1.594662578,-0.279814467,0.020433245,0.212796452,-0.894847406,1.305315903,3,1
91,0.796083509,-0.279814467,0.479285057,0.212796452,0,0.415643722,3,1
92,0.796083509,-0.279814467,0.020433245,0.212796452,-0.894847406,-0.474028459,3,1
94,-0.801074628,-0.279814467,0.938136868,0.212796452,0,-1.36370064,3,1
95,-0.801074628,-0.279814467,0.823423915,0.212796452,2.684542217,-0.474028459,3,1
98,-0.00249556,-0.279814467,-2.159112861,-0.951218328,1.789694812,0.415643722,3,1
99,0.796083509,-0.279814467,0.823423915,0.212796452,-0.894847406,1.305315903,3,1
100,-0.801074628,-0.279814467,-1.700261049,-0.951218328,-0.894847406,1.305315903,3,1
1,1.594662578,-0.279814467,-0.667844473,-0.951218328,-0.894847406,1.305315903,4,0
2,0.796083509,-0.279814467,-0.55313152,-0.951218328,0.894847406,0.415643722,4,0
3,-0.801074628,-0.279814467,0.823423915,0.212796452,-0.894847406,0.415643722,4,0
5,-1.599653697,-0.279814467,0.020433245,0.212796452,-0.894847406,1.305315903,4,0
6,1.594662578,-0.279814467,-2.962103532,-0.951218328,-0.894847406,-0.474028459,4,0
7,0.796083509,-0.279814467,-0.438418567,-0.951218328,0,-1.36370064,4,0
9,-0.00249556,-0.279814467,0.020433245,0.212796452,-0.894847406,-1.36370064,4,0
10,-0.00249556,-0.279814467,1.282275727,1.376811232,0,-1.36370064,4,0
11,-1.599653697,-0.279814467,1.052849821,0.212796452,-0.894847406,0.415643722,4,0
12,-0.801074628,2.976208419,1.282275727,1.376811232,0,-0.474028459,4,0
13,0.796083509,-0.279814467,-1.241409238,-0.951218328,1.789694812,-1.36370064,4,0
14,-0.801074628,-0.279814467,-0.667844473,-0.951218328,0,-1.36370064,4,0
17,-0.00249556,2.976208419,1.282275727,2.540826012,0,-0.474028459,4,0
18,0.796083509,-0.279814467,0.593998009,0.212796452,0.894847406,-0.474028459,4,0
19,-0.801074628,-0.279814467,1.282275727,1.376811232,0,0.415643722,4,0
21,-1.599653697,-0.279814467,0.479285057,0.212796452,0,1.305315903,4,0
22,-0.801074628,-0.279814467,-0.438418567,-0.951218328,0.894847406,1.305315903,4,0
23,-0.801074628,-0.279814467,-0.208992661,-0.951218328,-0.894847406,-1.36370064,4,0
24,-0.00249556,-0.279814467,0.479285057,0.212796452,0,-1.36370064,4,0
25,1.594662578,-0.279814467,-0.782557426,-0.951218328,-0.894847406,0.415643722,4,0
26,1.594662578,-0.279814467,0.938136868,0.212796452,-0.894847406,0.415643722,4,0
28,0.796083509,-0.279814467,0.479285057,0.212796452,0,0.415643722,4,0
29,1.594662578,-0.279814467,-0.094279708,0.212796452,0,0.415643722,4,0
30,0.796083509,-0.279814467,-2.273825814,-0.951218328,1.789694812,-1.36370064,4,0
31,1.594662578,-0.279814467,1.282275727,2.540826012,0.894847406,1.305315903,4,0
32,1.594662578,-0.279814467,1.282275727,1.376811232,0.894847406,1.305315903,4,0
33,-0.801074628,-0.279814467,1.282275727,1.376811232,-0.894847406,0.415643722,4,0
34,-0.00249556,-0.279814467,0.938136868,0.212796452,-0.894847406,-1.36370064,4,0
35,0.796083509,-0.279814467,0.593998009,0.212796452,0.894847406,-0.474028459,4,0
40,-1.599653697,-0.279814467,-0.208992661,-0.951218328,2.684542217,0.415643722,4,0
41,0.796083509,2.976208419,1.282275727,2.540826012,0,1.305315903,4,0
42,-1.599653697,-0.279814467,0.708710962,0.212796452,-0.894847406,1.305315903,4,0
43,0.796083509,-0.279814467,1.282275727,2.540826012,-0.894847406,0.415643722,4,0
44,1.594662578,-0.279814467,0.249859151,0.212796452,1.789694812,0.415643722,4,0
45,-0.801074628,-0.279814467,0.708710962,0.212796452,-0.894847406,-0.474028459,4,0
46,0.796083509,-0.279814467,0.364572104,0.212796452,0,1.305315903,4,0
48,-0.801074628,6.232231304,-0.094279708,0.212796452,0,-1.36370064,4,0
49,1.594662578,-0.279814467,-0.897270379,-0.951218328,0,-0.474028459,4,0
50,-0.801074628,-0.279814467,1.282275727,2.540826012,2.684542217,-1.36370064,4,1
52,-0.00249556,-0.279814467,0.593998009,0.212796452,-0.894847406,1.305315903,4,1
54,1.594662578,-0.279814467,1.282275727,1.376811232,-0.894847406,0.415643722,4,1
55,-0.00249556,2.976208419,-1.126696285,-0.951218328,-0.894847406,1.305315903,4,1
56,-0.801074628,-0.279814467,1.282275727,2.540826012,0,-0.474028459,4,1
57,-0.801074628,-0.279814467,1.052849821,0.212796452,-0.894847406,0.415643722,4,1
59,-0.00249556,-0.279814467,-0.208992661,-0.951218328,-0.894847406,-0.474028459,4,1
60,-0.801074628,2.976208419,-0.782557426,-0.951218328,-0.894847406,-1.36370064,4,1
61,-0.801074628,-0.279814467,1.052849821,0.212796452,0,-0.474028459,4,1
62,-0.00249556,2.976208419,0.249859151,0.212796452,-0.894847406,0.415643722,4,1
63,1.594662578,-0.279814467,-0.208992661,-0.951218328,-0.894847406,-0.474028459,4,1
64,-0.801074628,-0.279814467,-0.782557426,-0.951218328,0.894847406,-0.474028459,4,1
65,-0.801074628,-0.279814467,-0.667844473,-0.951218328,0,0.415643722,4,1
66,-0.00249556,-0.279814467,-1.126696285,-0.951218328,0,-0.474028459,4,1
67,0.796083509,-0.279814467,-0.782557426,-0.951218328,-0.894847406,0.415643722,4,1
68,-0.00249556,-0.279814467,-1.585548096,-0.951218328,-0.894847406,-1.36370064,4,1
69,1.594662578,-0.279814467,1.282275727,1.376811232,0.894847406,1.305315903,4,1
70,-0.00249556,-0.279814467,-0.208992661,-0.951218328,0,0.415643722,4,1
71,-0.801074628,-0.279814467,-1.011983332,-0.951218328,-0.894847406,-1.36370064,4,1
72,-0.801074628,-0.279814467,-0.667844473,-0.951218328,0.894847406,1.305315903,4,1
75,-0.00249556,-0.279814467,1.282275727,1.376811232,-0.894847406,-1.36370064,4,1
76,-0.00249556,-0.279814467,0.020433245,0.212796452,-0.894847406,1.305315903,4,1
77,-0.801074628,-0.279814467,-0.323705614,-0.951218328,0,-0.474028459,4,1
78,-0.00249556,-0.279814467,-1.700261049,-0.951218328,-0.894847406,0.415643722,4,1
79,-0.801074628,-0.279814467,0.823423915,0.212796452,0,0.415643722,4,1
80,-0.801074628,-0.279814467,-1.470835143,-0.951218328,0,1.305315903,4,1
81,0.796083509,-0.279814467,-0.782557426,-0.951218328,0.894847406,-1.36370064,4,1
83,0.796083509,-0.279814467,0.593998009,0.212796452,0,1.305315903,4,1
84,0.796083509,-0.279814467,1.282275727,2.540826012,0,1.305315903,4,1
85,1.594662578,-0.279814467,-0.897270379,-0.951218328,-0.894847406,1.305315903,4,1
86,-1.599653697,-0.279814467,1.282275727,1.376811232,0,1.305315903,4,1
87,-1.599653697,-0.279814467,1.052849821,0.212796452,-0.894847406,-1.36370064,4,1
88,0.796083509,-0.279814467,1.282275727,1.376811232,0,0.415643722,4,1
89,0.796083509,-0.279814467,0.020433245,0.212796452,-0.894847406,-1.36370064,4,1
90,0.796083509,-0.279814467,-0.438418567,-0.951218328,-0.894847406,-0.474028459,4,1
91,0.796083509,-0.279814467,-0.208992661,-0.951218328,-0.894847406,-1.36370064,4,1
92,-0.801074628,-0.279814467,0.823423915,0.212796452,0,1.305315903,4,1
94,-0.801074628,-0.279814467,1.282275727,1.376811232,-0.894847406,-0.474028459,4,1
95,-1.599653697,2.976208419,-1.011983332,-0.951218328,-0.894847406,1.305315903,4,1
